ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
1,1,biʧtáxa,lenguatongue12950,false,expert,Chacon2017,b   i   ʧ   t   a   x   a,,Chacon2017
2,2,xuatsáɕe,dientetooth26290,false,expert,Chacon2017,x   u   a   t s   -   a   ɕ   e,,Chacon2017
3,3,tsxáɕe,nariznose15509,false,expert,Chacon2017,t s   x   a   ɕ   e,,Chacon2017
4,4,bɕni̵bé,ojoeye16702,false,expert,Chacon2017,b   ɕ   -   -   -   n   i ̵   b   e,,Chacon2017
5,5,bomínje,ojoeye16702,false,expert,Chacon2017,b   -   o   m   i   n   j   -   e,,Chacon2017
6,6,matskuáɕe,orejaear16948,false,expert,Chacon2017,(   m   a   t s   )   k   u   -   -   a   ɕ   e   -   -   -   -   -   -   -,,Chacon2017
7,7,ʧóʧo,tetasenopechowomansbreasts23304,false,expert,Chacon2017,-   -   ʧ   o   -   -   ʧ   o   -   -   -,,Chacon2017
8,8,kukuátɕe,manohand13857,false,expert,Chacon2017,-   -   k   u   -   k   u   a   t   ɕ   e   -,,Chacon2017
9,9,ntsamiáɕe,rodillaknee21080,false,expert,Chacon2017,n   t s   a   m   i   a   ɕ   e,,Chacon2017
10,10,bobáʧe,pielskin18855,false,expert,Chacon2017,b   o   b   a   ʧ   e,,Chacon2017
11,11,betáɕe,huesobone11566,false,expert,Chacon2017,b   e   t   a   -   ɕ   e,,Chacon2017
12,12,betábxa,huesobone11566,false,expert,Chacon2017,b   e   t   a   b   x   a,,Chacon2017
13,13,buíɲe,sangreblood21595,false,expert,Chacon2017,b   u   i   ɲ   e,,Chacon2017
14,14,entɕánga,gentepeople10159,false,expert,Chacon2017,e   n   t   ɕ   a   n   g   a,,Chacon2017
15,15,bojá,maridoesposohusband13968,false,expert,Chacon2017,b   o   j   a,,Chacon2017
16,16,taitá,padrefather17461,false,expert,Chacon2017,-   -   t   a   i   -   t   a   -   -,,Chacon2017
17,17,bébta,padrefather17540,false,expert,Chacon2017,b   e   b   t   a,,Chacon2017
18,18,bi̵tsananá,viejooldman25210,false,expert,Chacon2017,b   i ̵   -   t s   a   n   a   -   n   a,,Chacon2017
19,19,bi̵tsi̵jéma,viejooldman25210,false,expert,Chacon2017,b   i ̵   -   t s   i ̵   j   e   -   m   a,,Chacon2017
20,20,bobinjná,viejooldman25270,false,expert,Chacon2017,b   o   b   i   n   j   n   a,,Chacon2017
21,21,bújeʃe,aguawater464,false,expert,Chacon2017,b   u   j   e   ʃ   e,,Chacon2017
22,22,béxaje,aguawater464,false,expert,Chacon2017,b   e   x   a   j   e,,Chacon2017
23,23,béxaje,rioriver21301,false,expert,Chacon2017,b   -   e   x   a   j   e,,Chacon2017
24,24,bʃáxaje,rioriver21301,false,expert,Chacon2017,b   ʃ   a   x   a   j   e,,Chacon2017
25,25,wabxaxónaje,lagolake12432,false,expert,Chacon2017,w   a   b   x   a   x   o   n   a   j   e,,Chacon2017
26,26,xati̵ʃáɲe,pantanoswamp17729,false,expert,Chacon2017,x   a   t   i ̵   ʃ   a   ɲ   e,,Chacon2017
27,27,bʃawenaníɲe,catarataraudalrapids4292,false,expert,Chacon2017,b   ʃ   a   w   e   n   a   n   i   ɲ   e,,Chacon2017
28,28,íɲe,candelafuegofire3647,false,expert,Chacon2017,-   -   -   -   i   ɲ   e,,Chacon2017
29,29,níɲe,candelafuegofire3647,false,expert,Chacon2017,-   -   -   n   i   ɲ   e,,Chacon2017
30,30,ʃínje,solsun22348,false,expert,Chacon2017,ʃ   i   n   j   e,,Chacon2017
31,31,xuaʃkóna,lunamoon13485,false,expert,Chacon2017,x   u   a   ʃ   k   o   n   a,,Chacon2017
32,32,estrelʲatéma,estrellastar9229,false,expert,Chacon2017,e   s   t   r   e   l ʲ   a   t   e   m   a,,Chacon2017
33,33,ibéta,nochenight15894,false,expert,Chacon2017,i   b   e   t   a,,Chacon2017
34,34,bʃántse,tierraearth23397,false,expert,Chacon2017,b   ʃ   a   n   t s   e,,Chacon2017
35,35,ndi̵tɕbé,piedrastone18659,false,expert,Chacon2017,n   d   i ̵   t   ɕ   b   e,,Chacon2017
36,36,jébna,casahouse4123,false,expert,Chacon2017,j   e   b   n   a,,Chacon2017
37,37,tsí̵xnaɲe,techoroof26842,false,expert,Chacon2017,-   t s   i ̵   x   n   a   ɲ   e,,Chacon2017
38,38,bonxanána,techoroof23169,false,expert,Chacon2017,(   -   -   )   b   o   n   x   a   n   a   (   n   a   -   -   ),,Chacon2017
39,39,txuáʃe,esteramat9021,false,expert,Chacon2017,t   x   u   a   ʃ   e   (   -   -   -   -   ),,Chacon2017
40,40,uxonjaní̵ʃa,hamacahammock27099,false,expert,Chacon2017,u   x   o   n   j   a   n   i ̵   ʃ   a,,Chacon2017
41,41,benáʧe,caminosenderotrochapathtrail26750,false,expert,Chacon2017,b   e   n   a   ʧ   e,,Chacon2017
42,42,ataʒají̵ʃa,redfishnet27101,false,expert,Chacon2017,-   -   a   t   a   -   ʒ   a   j   i ̵   ʃ   a   -   -   -   -   -   -   -   -,,Chacon2017
43,43,tatɕnía,hachaaxe10744,false,expert,Chacon2017,t   a   t   ɕ   -   -   -   n   i   a,,Chacon2017
44,44,kuʧiljí̵bxa,cuchilloknife6661,false,expert,Chacon2017,k   u   ʧ   i   l   j   i ̵   b   x   a,,Chacon2017
45,45,kanoúɕe,canoacanoe20990,false,expert,Chacon2017,k   a   n   o   u   ɕ   e,,Chacon2017
46,46,ʒembé,remopaddle20975,false,expert,Chacon2017,-   -   -   -   -   ʒ   e   -   m   -   -   b   e   -   -,,Chacon2017
47,47,ngarotbé,porramacanaclub19593,false,expert,Chacon2017,n   g   a   r   o   t   b   e,,Chacon2017
48,48,lantsí̵ʃa,lanzaspear27116,false,expert,Chacon2017,l   a   n   t s   i ̵   -   ʃ   a   -   -   -   -   -,,Chacon2017
49,49,pleʧi̵bxuá,flechaarrow9362,false,expert,Chacon2017,p   l   e   ʧ   i ̵   b   x   u   a,,Chacon2017
50,50,xuesaní̵ɕa,cerbatanablowgun4661,false,expert,Chacon2017,x   u   e   s   a   n   i ̵   ɕ   a,,Chacon2017
51,51,bi̵tsijá,dantatapir7095,false,expert,Chacon2017,b   i ̵   t s   i   j   a,,Chacon2017
52,52,tígre,tigrejaguar23484,false,expert,Chacon2017,t   i   g   r   e,,Chacon2017
53,53,txáɲe meséto,tigrejaguar23531,false,expert,Chacon2017,t   x   a   ɲ   e,,Chacon2017
54,54,león,leonpumapuma13092,false,expert,Chacon2017,l   e   o   n,,Chacon2017
55,55,armadilʲobé,armadilloquinquinchochupaarmadillo1919,false,expert,Chacon2017,a   r   m   a   d   i   l ʲ   o   b   e,,Chacon2017
56,56,kéɕe,perrodog13094,false,expert,Chacon2017,-   -   -   k   -   e   -   ɕ   e   -   -,,Chacon2017
57,57,biángana,venadodeer24678,false,expert,Chacon2017,b   i   a   n   g   a   n   a,,Chacon2017
58,58,móngoxo,venadodeer24736,false,expert,Chacon2017,m   o   n   g   o   x   o,,Chacon2017
59,59,mí̵maɕe,pacaguaguamajaspaca17441,false,expert,Chacon2017,m   i ̵   m   a   ɕ   e,,Chacon2017
60,60,tortúgaɕe,tortugatortoise23711,false,expert,Chacon2017,t   o   r   t   u   -   g   a   ɕ   e,,Chacon2017
61,61,saín kótɕe,sainocollaredpeccary21826,false,expert,Chacon2017,s   a   i   n,,Chacon2017
62,62,entsójeɕe,agutiagouti480,false,expert,Chacon2017,e   n   t s   o   j   e   ɕ   e,,Chacon2017
63,63,meséto,gatocat10063,false,expert,Chacon2017,m   e   s   e   t   o   -   -,,Chacon2017
64,64,mi̵tɕkuáje,serpienteculebrasnake13889,false,expert,Chacon2017,m   i ̵   t   ɕ   k   u   a   j   e,,Chacon2017
65,65,amarón,mapanaanacondawaterboa26898,false,expert,Chacon2017,-   a   m   a   r   o   n,,Chacon2017
66,66,ngi̵ntsiána,picaflorcolibrihummingbird18588,false,expert,Chacon2017,n   g   i ̵   n   t s   i   a   n   a,,Chacon2017
67,67,pikúdo,tucanpinshatoucan24124,false,expert,Chacon2017,p   i   k   u   d   o,,Chacon2017
68,68,ʃatúo,loroparrot26905,false,expert,Chacon2017,ʃ   a   t   u   o,,Chacon2017
69,69,ʃatú,loroparrot26905,false,expert,Chacon2017,ʃ   a   t   u   -,,Chacon2017
70,70,ngalʲináso,gallinazobuzzard9945,false,expert,Chacon2017,n   g   a   l ʲ   i   n   a   s   o,,Chacon2017
71,71,ʧúmbo,payocurassow17847,false,expert,Chacon2017,ʧ   u   m   b   o,,Chacon2017
72,72,koskúngo,lechuzabuhoowl12784,false,expert,Chacon2017,k   o   s   k   u   n   g   o,,Chacon2017
73,73,kukuána,pavademonteguan17798,false,expert,Chacon2017,k   u   k   u   a   n   a,,Chacon2017
74,74,beóna,pescadofish18516,false,expert,Chacon2017,b   e   o   n   a,,Chacon2017
75,75,txowána,abejabee113,false,expert,Chacon2017,t   x   o   w   a   n   a,,Chacon2017
76,76,nzantsána,pulgaflea19107,false,expert,Chacon2017,-   -   n   z   a   n   t s   a   n   a   -   -,,Chacon2017
77,77,mi̵tsána,piojolouse19107,false,expert,Chacon2017,m   i ̵   -   -   -   -   t s   a   n   a   -   -,,Chacon2017
78,78,ʃí̵ngnabxa,zancudomosquito25943,false,expert,Chacon2017,ʃ   i ̵   n   g   n   a   b   x   a,,Chacon2017
79,79,xuána,hormigaant11469,false,expert,Chacon2017,x   u   a   n   a,,Chacon2017
80,80,tsi̵txóna,niguapiguechiggoejiggerflea26925,false,expert,Chacon2017,-   t s   i ̵   -   -   -   t   x   o   n   a   -   -   -,,Chacon2017
81,81,txáɲe,montebush14691,false,expert,Chacon2017,t   x   a   ɲ   e,,Chacon2017
82,82,betíje,arboltree26015,false,expert,Chacon2017,b   e   t   i   j   e   -   -,,Chacon2017
83,83,betijéʃe,arboltree26015,false,expert,Chacon2017,b   e   t   i   j   e   ʃ   e,,Chacon2017
84,84,tsbuanáʧe,hojaleaf11254,false,expert,Chacon2017,t s   b   u   a   n   a   ʧ   e,,Chacon2017
85,85,tsbuanáʧe,hojadearboltreeleaf11185,false,expert,Chacon2017,t s   b   u   a   n   a   ʧ   e,,Chacon2017
86,86,xénaje,semillaseed22043,false,expert,Chacon2017,x   e   n   a   j   e,,Chacon2017
87,87,mátse,maizcornmaize14252,false,expert,Chacon2017,m   a   t s   e,,Chacon2017
88,88,bʃendí̵ɕe,yucamanioc25831,false,expert,Chacon2017,b   -   ʃ   e   -   n   d   i ̵   ɕ   e,,Chacon2017
89,89,tbáko,tabacotobacco23044,false,expert,Chacon2017,t   -   -   b   a   k   o   -   -   -   -   -   -,,Chacon2017
90,90,tongéntseʃe,algodoncotton732,false,expert,Chacon2017,t   o   n   g   e   n   t s   e   ʃ   e,,Chacon2017
91,91,tausbé,calabazoporogourd3359,false,expert,Chacon2017,t   a   -   u   -   s   b   e,,Chacon2017
92,92,ʧaná,nameyam26489,false,expert,Chacon2017,ʧ   a   n   a   -,,Chacon2017
93,93,mijá,camotebatatasweetpotato3590,false,expert,Chacon2017,m   i   -   j   a   -   -   -   -   -   -,,Chacon2017
94,94,mandorí̵ʃa,achiotebijaachiote186,false,expert,Chacon2017,m   a   n   d   o   r   i ̵   ʃ   a,,Chacon2017
95,95,tsi̵tɕá,ajichilipepper27123,false,expert,Chacon2017,t s   i ̵   -   -   -   -   t   ɕ   a,,Chacon2017
96,96,biaxíje,ajahuascajajebanisterium546,false,expert,Chacon2017,b   i   a   x   i   j   e,,Chacon2017
97,97,blandí̵tɕa,platanoplantain19211,false,expert,Chacon2017,b   l   a   n   d   i ̵   t   ɕ   a,,Chacon2017
98,98,ɕí̵ɕe,canabravacane27116,false,expert,Chacon2017,-   -   -   ɕ   i ̵   -   ɕ   e   -   -   -   -   -,,Chacon2017
99,99,tamó,salsalt26973,false,expert,Chacon2017,-   -   t   a   m   o   -   -,,Chacon2017
100,100,bókoje,chichamasatochicha4860,false,expert,Chacon2017,b   o   k   o   j   e,,Chacon2017
101,101,kánje,unoone24196,false,expert,Chacon2017,k   a   n   j   e,,Chacon2017
102,102,úta,dostwo7947,false,expert,Chacon2017,u   t   a,,Chacon2017
103,103,ʃáʧna,cincofive5209,false,expert,Chacon2017,ʃ   a   ʧ   n   a,,Chacon2017
104,104,marakí̵ʃe,sonajeromaracarattle22422,false,expert,Chacon2017,m   a   r   a   k   i ̵   ʃ   e,,Chacon2017
105,105,ɕi̵nxanabé,tambordrum23109,false,expert,Chacon2017,ɕ   i ̵   n   x   a   n   a   b   e,,Chacon2017
106,106,wamatsaxonjaní̵ʃa,orejeraareteearornament17033,false,expert,Chacon2017,w   a   m   a   t s   a   x   o   n   j   a   n   i ̵   ʃ   a,,Chacon2017
107,107,tatɕmbuá,curanderoshamanfolkhealer6965,false,expert,Chacon2017,t   a   t   ɕ   m   b   u   a,,Chacon2017
108,108,jobá,curanderoshamanfolkhealer7002,false,expert,Chacon2017,j   o   b   a,,Chacon2017
109,109,átɕe,yoi25810,false,expert,Chacon2017,a   t   ɕ   e,,Chacon2017
110,110,áka,ustedyousingular24352,false,expert,Chacon2017,a   -   k   a,,Chacon2017
111,111,tɕi̵ngabtánga,ustedesyouplural24275,false,expert,Chacon2017,t   ɕ   i ̵   n   g   a   b   t   a   n   g   a,,Chacon2017
112,112,ʧinʃóka,coronacrownofhead6010,false,expert,Chacon2017,ʧ   i   n   ʃ   o   k   a,,Chacon2017
113,113,taɕxáɲe,sementerademaizcornfield21973,false,expert,Chacon2017,t   a   ɕ   x   a   ɲ   e,,Chacon2017
114,114,báse béxaje,quebradacanostream20134,false,expert,Chacon2017,b   a   s   e,,Chacon2017
115,115,axʃaʧni̵xníɲe,trochapath23864,false,expert,Chacon2017,a   x   ʃ   a   ʧ   n   i ̵   x   n   i   ɲ   e,,Chacon2017
116,116,tsi̵txoní̵ɕe,cuernohorn6888,false,expert,Chacon2017,(   -   -   -   -   -   -   )   t s   i ̵   -   t   x   o   (   n   i ̵   ɕ   e   ),,Chacon2017
117,117,plumi̵bxuá,plumafeather19135,false,expert,Chacon2017,p   l   u   m   i ̵   b   x   u   a,,Chacon2017
118,118,ngétsebiaɕe,unagarrafingernailclaw24453,false,expert,Chacon2017,-   -   -   -   -   -   -   -   n   g   e   t s   e   -   -   -   -   -   b   i   a   ɕ   e,,Chacon2017
119,119,bekoʧká,higadoliver11789,false,expert,Chacon2017,b   e   k   o   ʧ   k   a,,Chacon2017
120,120,xatmuána,beberdrink2371,false,expert,Chacon2017,x   a   t   m   u   a   n   a,,Chacon2017
121,121,xobɕiána,beberdrink2410,false,expert,Chacon2017,x   o   b   ɕ   i   a   n   a,,Chacon2017
122,122,xinjána,versee24966,false,expert,Chacon2017,x   i   n   j   a   n   a   -   -   -   -,,Chacon2017
123,123,xowenána,oirhear17353,false,expert,Chacon2017,-   -   -   -   x   o   w   e   n   a   (   -   -   -   -   n   a   ),,Chacon2017
124,124,xóbanana,morirdie14841,false,expert,Chacon2017,x   o   b   a   n   a   n   a,,Chacon2017
125,125,xabána,venircome24771,false,expert,Chacon2017,x   a   b   a   n   a,,Chacon2017
126,126,txáɲe,montanamountain14620,false,expert,Chacon2017,t   x   a   ɲ   e,,Chacon2017
127,127,xútxena,llenofull13222,false,expert,Chacon2017,x   u   t   x   e   n   a,,Chacon2017
128,128,tsí̵m,nuevonew16498,false,expert,Chacon2017,t s   i ̵   m,,Chacon2017
129,129,wabáina,nombrename15968,false,expert,Chacon2017,w   a   b   a   i   n   a,,Chacon2017
130,130,xangowána,soplarblow22502,false,expert,Chacon2017,x   a   n   g   o   w   a   n   a,,Chacon2017
131,131,éʧa,dientetooth7676,false,expert,Chacon2017,-   -   -   e   ʧ   a,,Chacon2017
132,132,táku,nariznose15477,false,expert,Chacon2017,(   -   -   )   -   -   t   -   a   k   u,,Chacon2017
133,133,tʰí,ojoeye48,false,expert,Chacon2017,-   -   -   -   t ʰ   -   -   i   -   -,,Chacon2017
134,134,káapi,manohand13850,false,expert,Chacon2017,-   -   k   a a   p   i   -   -,,Chacon2017
135,135,pási,rodillaknee21106,false,expert,Chacon2017,(   -   p   -   )   -   a   -   s   i   -   -   -   -   -   -   -,,Chacon2017
136,136,ijápi,huesobone11575,false,expert,Chacon2017,(   i   -   )   j   a   p   i   (   -   -   ),,Chacon2017
137,137,írai,sangreblood21563,false,expert,Chacon2017,(   -   -   )   i   r   a   -   i   -   -   -   -   -   -   -   -,,Chacon2017
138,138,hũa,maridoesposohusband13939,false,expert,Chacon2017,h   ũ   a,,Chacon2017
139,139,úni,aguawater26645,false,expert,Chacon2017,-   u   -   n   -   i,,Chacon2017
140,140,tídzɛ,candelafuegofire13036,false,expert,Chacon2017,-   -   t   i   d z   ɛ   -   -   -   -   -   -   -   -   -   -,,Chacon2017
141,141,kɛ́ri,lunamoon13454,false,expert,Chacon2017,k   ɛ   r   i,,Chacon2017
142,142,hiwisi,estrellastar9241,false,expert,Chacon2017,h   i   w   i   s   i   -   -   -   -   -   -,,Chacon2017
143,143,dépi,nochenight15927,false,expert,Chacon2017,d   e   -   -   -   -   -   -   p   i   -   -   -   -,,Chacon2017
144,144,hipáda,piedrastone18628,false,expert,Chacon2017,h   i   p   a   d   a,,Chacon2017
145,145,pínu,caminosenderotrochapathtrail26614,false,expert,Chacon2017,p   i   n   u   -   -,,Chacon2017
146,146,ʧínu,perrodog26892,false,expert,Chacon2017,ʧ   i   n   u   -   -   -   -   -   -,,Chacon2017
147,147,kúpʰɛ,pescadofish26629,false,expert,Chacon2017,k   u   p ʰ   ɛ   -,,Chacon2017
148,148,haiku,arboltree20624,false,expert,Chacon2017,h   a   i   k   u   -   -,,Chacon2017
149,149,panápʰɛ,hojaleaf11231,false,expert,Chacon2017,-   -   -   p   a   -   n   a   p ʰ   ɛ   -   -,,Chacon2017
150,150,apáda,unoone24236,false,expert,Chacon2017,-   a   p   a   d   a   -   -   -   -   -,,Chacon2017
151,151,dzamáda,dostwo7925,false,expert,Chacon2017,d   z   a   m   a   d   a   -,,Chacon2017
152,152,núa,yoi25781,false,expert,Chacon2017,n   u   a,,Chacon2017
153,153,pʰija,ustedyousingular24386,false,expert,Chacon2017,p ʰ   i   j   a   -   -,,Chacon2017
154,154,pínu,trochapath23836,false,expert,Chacon2017,p   i   n   u,,Chacon2017
155,155,zaka,beberdrink2354,false,expert,Chacon2017,(   -   -   -   )   -   z   a   k   a   -   -   -   -   -   -   -,,Chacon2017
156,156,kapaka,versee24973,false,expert,Chacon2017,-   -   -   -   -   k   a   p   a   k   a   -   -,,Chacon2017
157,157,himaka,oirhear17366,false,expert,Chacon2017,(   -   -   )   h   i   -   m   a   -   -   k   a   -   -   (   -   -   -   -   -   -   -   -   ),,Chacon2017
158,158,dzamika,morirdie26795,false,expert,Chacon2017,-   -   d z   a   m   i   -   -   k   a,,Chacon2017
159,159,nuka,venircome24769,false,expert,Chacon2017,-   -   n   u   -   k   a   -   -   -   -   -   -,,Chacon2017
160,160,ɺípana,llenofull26569,false,expert,Chacon2017,ɺ   i   -   -   p   a   -   -   n   a   -   (   -   -   -   -   -   -   ),,Chacon2017
161,161,waɺítɛ,nuevonew16481,false,expert,Chacon2017,w   a   ɺ   i   t   ɛ   -   -   -   -   -   -   -,,Chacon2017
162,162,íinanee,lenguatongue12979,false,expert,Chacon2017,(   i i   -   -   -   )   n   a   -   n   e e   (   -   -   -   -   -   -   -   ),,Chacon2017
163,163,ée,dientetooth7676,false,expert,Chacon2017,-   -   -   e e   -   -,,Chacon2017
164,164,dáku,nariznose15477,false,expert,Chacon2017,(   -   -   )   -   -   d   -   a   k   u,,Chacon2017
165,165,tuí,ojoeye48,false,expert,Chacon2017,-   -   -   -   t   u   -   i   -   -,,Chacon2017
166,166,wíba,orejaear17010,false,expert,Chacon2017,(   w   -   )   -   i   -   b   a,,Chacon2017
167,167,íini,tetasenopechowomansbreasts23340,false,expert,Chacon2017,(   -   -   )   i i   -   n   i   -   -,,Chacon2017
168,168,káahi,manohand13850,false,expert,Chacon2017,(   -   -   )   k   a a   h   i,,Chacon2017
169,169,júʒui,rodillaknee21106,false,expert,Chacon2017,(   -   j   -   )   -   u   -   ʒ   u   i   -   -   -   -   -   -,,Chacon2017
170,170,ijáhi,huesobone11575,false,expert,Chacon2017,(   i   -   )   j   a   h   i   (   -   -   ),,Chacon2017
171,171,jáahi,huesobone11575,false,expert,Chacon2017,(   -   -   )   j   a a   h   i   (   -   -   ),,Chacon2017
172,172,jáhidee,huesobone11575,false,expert,Chacon2017,(   -   -   )   j   a   h   i   (   d   e e   ),,Chacon2017
173,173,íiʒai,sangreblood21563,false,expert,Chacon2017,(   -   -   )   i i   ʒ   a   -   i   -   -   -   -   -   -   -   -,,Chacon2017
174,174,íʒanaa,sangreblood21563,false,expert,Chacon2017,(   -   -   )   i   ʒ   a   n   a a   -   -   -   -   -   -   -   -,,Chacon2017
175,175,ʧóniwenai,gentepeople10142,false,expert,Chacon2017,(   ʧ   o   )   n   i   -   w   e   n   a   i,,Chacon2017
176,176,íiniʒi,maridoesposohusband13977,false,expert,Chacon2017,-   i i   -   -   -   n   i   ʒ   i,,Chacon2017
177,177,sálihinaa,padrefather17519,false,expert,Chacon2017,s   a   -   l   i   h   i   n   a a   -   -,,Chacon2017
178,178,páapa,padrefather17472,false,expert,Chacon2017,p   a a   p   a,,Chacon2017
179,179,salíiʒani,viejooldman25199,false,expert,Chacon2017,s   a   -   l   i i   ʒ   a   n   i,,Chacon2017
180,180,ʃiátai,aguawater26647,false,expert,Chacon2017,ʃ   i   a   t   a   i   -   -   -,,Chacon2017
181,181,méedala,rioriver21271,false,expert,Chacon2017,m   e e   d   a   l   a,,Chacon2017
182,182,wówai,islaisland11983,false,expert,Chacon2017,-   w   o   w   a   -   i   -   -   -   -,,Chacon2017
183,183,kalísa,lagolake12404,false,expert,Chacon2017,k   a   -   -   l   i   s   a   -   -   -   -   -   -   -   -,,Chacon2017
184,184,ʧiʧái,candelafuegofire13036,false,expert,Chacon2017,-   -   ʧ   i   ʧ   a   i   -   -   -   -   -   -   -   -   -,,Chacon2017
185,185,ʃija,candelafuegofire13036,false,expert,Chacon2017,-   -   ʃ   i   j   a   -   -   -   -   -   -   -   -   -   -,,Chacon2017
186,186,káiwia,solsun26359,false,expert,Chacon2017,k   a   i   w   i   a   (   -   -   ),,Chacon2017
187,187,kéeʒi,lunamoon13454,false,expert,Chacon2017,k   e e   ʒ   i,,Chacon2017
188,188,sáalii,estrellastar9241,false,expert,Chacon2017,-   -   -   -   s   a a   l   i i   -   -   -   -,,Chacon2017
189,189,káinabi,tierraearth23431,false,expert,Chacon2017,-   -   k   a   -   i   -   n   a   b   i,,Chacon2017
190,190,íiba,piedrastone18628,false,expert,Chacon2017,-   i i   b   a   -   -,,Chacon2017
191,191,kuíita,casahouse26333,false,expert,Chacon2017,-   -   k   u   i i   t   a   -   -,,Chacon2017
192,192,kuíita báiná,techoroof26333,false,expert,Chacon2017,-   -   k   u   i i   t   a   -   -,,Chacon2017
193,193,ijábai,esteramat9001,false,expert,Chacon2017,i   j   a   b   a   i,,Chacon2017
194,194,áamaka,hamacahammock10816,false,expert,Chacon2017,-   a a   m   a   k   a   -   -,,Chacon2017
195,195,iníhbaa,caminosenderotrochapathtrail26612,false,expert,Chacon2017,-   i   n   i   h   -   b   a a,,Chacon2017
196,196,jáhbaa,caminosenderotrochapathtrail3514,false,expert,Chacon2017,-   -   j   a   h   b   a a,,Chacon2017
197,197,ʧúʃi,hachaaxe10747,false,expert,Chacon2017,-   ʧ   u   ʃ   i   -   -,,Chacon2017
198,198,wísubee,cuchilloknife6698,false,expert,Chacon2017,-   w   i   -   s   u   -   -   -   -   -   -   b   e e   -   -,,Chacon2017
199,199,wisúbiʃi,cuchilloknife6698,false,expert,Chacon2017,-   w   i   -   s   u   -   -   -   -   -   -   b   i   ʃ   i,,Chacon2017
200,200,húnaa,canoacanoe20981,false,expert,Chacon2017,h   u   n   -   -   a a,,Chacon2017
201,201,íida,canoacanoe20981,false,expert,Chacon2017,-   i i   d   a,,Chacon2017
202,202,téena,remopaddle20975,false,expert,Chacon2017,-   -   -   -   -   t   e e   -   n   a   -   -   -   -   -,,Chacon2017
203,203,kuélalee,lanzaspear27106,false,expert,Chacon2017,-   -   -   k   u   e   l   a   -   l   e e   -   -,,Chacon2017
204,204,púja,flechaarrow9347,false,expert,Chacon2017,p   u   -   j   a   -   -   -   -   -   -   -   -,,Chacon2017
205,205,ʧáawi,tigrejaguar13133,false,expert,Chacon2017,ʧ   a a   w   i,,Chacon2017
206,206,ʧáawi,leonpumapuma13133,false,expert,Chacon2017,ʧ   a a   w   i,,Chacon2017
207,207,ʧawíkiʒi,leonpumapuma13133,false,expert,Chacon2017,ʧ   a   w   i   k   i   ʒ   i,,Chacon2017
208,208,ʧée,armadilloquinquinchochupaarmadillo1911,false,expert,Chacon2017,ʧ   e e   -,,Chacon2017
209,209,áuli,perrodog26885,false,expert,Chacon2017,-   -   -   a   u   -   l   i,,Chacon2017
210,210,néeʒi,venadodeer24679,false,expert,Chacon2017,n   e e   ʒ   i,,Chacon2017
211,211,kéesu,chiguiroronsococapybara4906,false,expert,Chacon2017,k   e e   s   u   -   (   -   ),,Chacon2017
212,212,sáaru,osohormigueroanteater17207,false,expert,Chacon2017,s   a a   r   u   (   -   -   -   -   ),,Chacon2017
213,213,táaba,pacaguaguamajaspaca17398,false,expert,Chacon2017,t   a a   b   a   -   -,,Chacon2017
214,214,ʧamána,caimancayman11887,false,expert,Chacon2017,ʧ   a   -   m   a   n   a   -   -   -   -,,Chacon2017
215,215,áaʒa,tortugatortoise26363,false,expert,Chacon2017,-   a a   ʒ   a,,Chacon2017
216,216,ʃipánuli,tortugatortoise26364,false,expert,Chacon2017,ʃ   i   p   a   n   u   l   i,,Chacon2017
217,217,íikuli,tortugatortoise23683,false,expert,Chacon2017,-   -   i i   k   u   l   i   -   -   -   -   -   -,,Chacon2017
218,218,áhʧa,sainocollaredpeccary21838,false,expert,Chacon2017,-   a   -   h   -   -   -   ʧ   a,,Chacon2017
219,219,ʧamúu,sainocollaredpeccary21813,false,expert,Chacon2017,ʧ   a   m   u u   -   -,,Chacon2017
220,220,míiʧi,gatocat10063,false,expert,Chacon2017,m   i i   ʧ   i   -   -   -   -,,Chacon2017
221,221,áai,serpienteculebrasnake22231,false,expert,Chacon2017,-   a a   -   -   i,,Chacon2017
222,222,éeta,guacamayomacaw10565,false,expert,Chacon2017,-   -   -   e e   -   t   a   -   -   -   -,,Chacon2017
223,223,ʧáasi,tucanpinshatoucan24099,false,expert,Chacon2017,ʧ   a a   s   i   -,,Chacon2017
224,224,lóra,loroparrot26905,false,expert,Chacon2017,l   o   r   a   -   -   -   -   -,,Chacon2017
225,225,wáaʧuli,gallinazobuzzard9954,false,expert,Chacon2017,w   a a   ʧ   u   l   i,,Chacon2017
226,226,píiʃiku,payocurassow17804,false,expert,Chacon2017,-   -   p   i i   ʃ   i   k   u,,Chacon2017
227,227,dúmuʒuku,lechuzabuhoowl12772,false,expert,Chacon2017,d   u   m   u   -   ʒ   u   k   u   -   -   -   -   -   -,,Chacon2017
228,228,maʒái,pavademonteguan17776,false,expert,Chacon2017,m   a   ʒ   a   -   i,,Chacon2017
229,229,kubái,pescadofish26629,false,expert,Chacon2017,k   u   b   a   i,,Chacon2017
230,230,máaba,abejabee162,false,expert,Chacon2017,m   a a   b   a,,Chacon2017
231,231,witéeniʃi,piojolouse26762,false,expert,Chacon2017,w   i   t   e e   n   i   -   ʃ   i   -   -   -   -   -   -,,Chacon2017
232,232,áanʧu,zancudomosquito25928,false,expert,Chacon2017,a a   n   -   ʧ   u,,Chacon2017
